sku_id,unit_price,date,order_week,weeks_demand,weekly_sales_amount
2013AA,143.8402,2019-06-15,2019-06-10/2019-06-16,1135.0,163258.627
1908AA,27809.1,2019-06-15,2019-06-10/2019-06-16,1.0,27809.1
1499CA,6600.0,2019-06-15,2019-06-10/2019-06-16,5.0,33000.0
2670CA,4550.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2044CA,740.82,2019-06-15,2019-06-10/2019-06-16,12.0,8889.84
1385CA,1781.5475,2019-06-15,2019-06-10/2019-06-16,172.0,306426.17
1801AA,1250.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1161AA,136.5925,2019-06-15,2019-06-10/2019-06-16,714.0,97527.045
2714CA,49.79846,2019-06-15,2019-06-10/2019-06-16,1667.0,83014.03282
1266CA,118900.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3502BA,1234.335,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2766AA,363.83238,2019-06-15,2019-06-10/2019-06-16,128.0,46570.54464
2646AA,908.33214,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1163CA,94.66425,2019-06-15,2019-06-10/2019-06-16,350.0,33132.487499999996
2291AA,18.75596,2019-06-15,2019-06-10/2019-06-16,1231.0,23088.586760000002
3239AA,687.5,2019-06-15,2019-06-10/2019-06-16,25.137553675,17282.0681515625
2326CA,63.5592,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2041CA,648.42,2019-06-15,2019-06-10/2019-06-16,46.0,29827.32
3461CA,30.064,2019-06-15,2019-06-10/2019-06-16,4.0,120.256
1145BA,85.30066,2019-06-15,2019-06-10/2019-06-16,176.0,15012.916159999999
1842BA,6548.29,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2662CA,2015.43638,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3250CA,34.75342,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1907AA,6617.42,2019-06-15,2019-06-10/2019-06-16,2.0,13234.84
1214CA,317.65903,2019-06-15,2019-06-10/2019-06-16,26.0,8259.134779999998
2680BA,215.57,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2515BA,90.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2988AA,9261.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2640BA,444.45667,2019-06-15,2019-06-10/2019-06-16,1157.0,514236.36718999996
1979AA,278.638,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1130AA,17.26609,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3177CA,69.45642,2019-06-15,2019-06-10/2019-06-16,202.5,14064.925049999998
3556AA,1077.43125,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2600BA,1467.79,2019-06-15,2019-06-10/2019-06-16,452.0,663441.08
1366BA,16900.0,2019-06-15,2019-06-10/2019-06-16,1.0,16900.0
1586CA,286.571,2019-06-15,2019-06-10/2019-06-16,120.0,34388.520000000004
2867AA,297.635,2019-06-15,2019-06-10/2019-06-16,7.0,2083.4449999999997
1403CA,2550.0,2019-06-15,2019-06-10/2019-06-16,2.795092683,7127.48634165
3570CA,1160.0,2019-06-15,2019-06-10/2019-06-16,27.0,31320.0
2632AA,185.82,2019-06-15,2019-06-10/2019-06-16,2.0,371.64
3193AA,1425.0,2019-06-15,2019-06-10/2019-06-16,1.0,1425.0
3407CA,1017.592,2019-06-15,2019-06-10/2019-06-16,15.0,15263.88
2348BA,38440.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2484BA,239.67286,2019-06-15,2019-06-10/2019-06-16,58.0,13901.02588
2066AA,1550.95,2019-06-15,2019-06-10/2019-06-16,1.0,1550.95
2672BA,11375.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1379CA,490.18125,2019-06-15,2019-06-10/2019-06-16,10.0,4901.8125
2513CA,4805.03,2019-06-15,2019-06-10/2019-06-16,4.0,19220.12
1382CA,613.52125,2019-06-15,2019-06-10/2019-06-16,31.0,19019.15875
1741BA,1450.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3551CA,7.06831,2019-06-15,2019-06-10/2019-06-16,1145.0,8093.2149500000005
2039CA,449.75,2019-06-15,2019-06-10/2019-06-16,4.0,1799.0
3084CA,2769.81,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1317CA,4908.7,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3249CA,320.0,2019-06-15,2019-06-10/2019-06-16,30.258006151,9682.56196832
2994CA,12977.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3404CA,396.54,2019-06-15,2019-06-10/2019-06-16,14.0,5551.56
2814BA,50.49535,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3413AA,35.3004,2019-06-15,2019-06-10/2019-06-16,52.0,1835.6208000000001
2606AA,2041.52333,2019-06-15,2019-06-10/2019-06-16,6.0,12249.13998
2096BA,1524.57667,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1445BA,1291.865,2019-06-15,2019-06-10/2019-06-16,6.0,7751.1900000000005
2212AA,747.405,2019-06-15,2019-06-10/2019-06-16,10.0,7474.049999999999
1479CA,385.5625,2019-06-15,2019-06-10/2019-06-16,24.0,9253.5
2767AA,147.86565,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1624CA,1531.377,2019-06-15,2019-06-10/2019-06-16,1.0,1531.377
1497CA,16.71828,2019-06-15,2019-06-10/2019-06-16,138.5,2315.48178
2673BA,13.0,2019-06-15,2019-06-10/2019-06-16,3700.0,48100.0
2953BA,47.90925,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2785BA,34.48244,2019-06-15,2019-06-10/2019-06-16,110.0,3793.0683999999997
2078CA,1129.24,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1681CA,93.0,2019-06-15,2019-06-10/2019-06-16,41.090940857,3821.457499701
2173CA,444.94,2019-06-15,2019-06-10/2019-06-16,13.0,5784.22
2200CA,448.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2142CA,2956.0,2019-06-15,2019-06-10/2019-06-16,2.0,5912.0
2236CA,1617.335,2019-06-15,2019-06-10/2019-06-16,1.0,1617.335
1995AA,100.57182,2019-06-15,2019-06-10/2019-06-16,75.0,7542.8865000000005
3120BA,1534.88,2019-06-15,2019-06-10/2019-06-16,2.0,3069.76
3322AA,28.5,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3160BA,270.909,2019-06-15,2019-06-10/2019-06-16,8.0,2167.272
2840AA,8.61042,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2189CA,299.805,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2803BA,42.48576,2019-06-15,2019-06-10/2019-06-16,844.0,35857.981439999996
2170BA,305.19,2019-06-15,2019-06-10/2019-06-16,40.0,12207.6
2053BA,1212.86889,2019-06-15,2019-06-10/2019-06-16,13.0,15767.29557
1601AA,918.403,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3533CA,0.64377,2019-06-15,2019-06-10/2019-06-16,7238.0,4659.60726
1499AA,14.22359,2019-06-15,2019-06-10/2019-06-16,1300.0,18490.667
3161BA,360.0,2019-06-15,2019-06-10/2019-06-16,3.0,1080.0
1330CA,6000.0,2019-06-15,2019-06-10/2019-06-16,1.0,6000.0
2265BA,1691.46333,2019-06-15,2019-06-10/2019-06-16,2.0,3382.92666
2115CA,1912.27,2019-06-15,2019-06-10/2019-06-16,2.0,3824.54
2255CA,1712.565,2019-06-15,2019-06-10/2019-06-16,6.0,10275.39
2763CA,10.08731,2019-06-15,2019-06-10/2019-06-16,1997.0,20144.358070000002
1695CA,1649.3,2019-06-15,2019-06-10/2019-06-16,3.0,4947.9
2336BA,7.92068,2019-06-15,2019-06-10/2019-06-16,50.0,396.034
2060AA,1101.15,2019-06-15,2019-06-10/2019-06-16,3.0,3303.4500000000003
2483BA,1.875,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1882CA,19950.0,2019-06-15,2019-06-10/2019-06-16,2.0,39900.0
2277AA,6.37172,2019-06-15,2019-06-10/2019-06-16,78.0,496.99415999999997
2555CA,682.5,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2876CA,427.425,2019-06-15,2019-06-10/2019-06-16,11.0,4701.675
2229AA,1054.24333,2019-06-15,2019-06-10/2019-06-16,17.0,17922.13661
3619CA,0.7455,2019-06-15,2019-06-10/2019-06-16,8972.0,6688.626
2227AA,751.635,2019-06-15,2019-06-10/2019-06-16,12.0,9019.619999999999
2054AA,751.83,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2752AA,76.502,2019-06-15,2019-06-10/2019-06-16,40.0,3060.08
3358BA,1363.64,2019-06-15,2019-06-10/2019-06-16,3.0,4090.92
1764AA,325.0,2019-06-15,2019-06-10/2019-06-16,20.013806939000002,6504.487255175
1906CA,1893.75,2019-06-15,2019-06-10/2019-06-16,4.0,7575.0
3038BA,1300.0,2019-06-15,2019-06-10/2019-06-16,4.689606531,6096.4884903
2953CA,1519.82,2019-06-15,2019-06-10/2019-06-16,3.0,4559.46
1464AA,842.57,2019-06-15,2019-06-10/2019-06-16,18.0,15166.26
1624AA,722.101,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3003AA,13182.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1798AA,375.0,2019-06-15,2019-06-10/2019-06-16,11.660443135,4372.666175625
2727CA,21.88943,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2315BA,14.9222,2019-06-15,2019-06-10/2019-06-16,50.0,746.11
2139BA,2032.85,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1571AA,320.0,2019-06-15,2019-06-10/2019-06-16,7.007391258,2242.36520256
2212CA,884.36,2019-06-15,2019-06-10/2019-06-16,2.0,1768.72
2223AA,918.7,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2429BA,5.28688,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1956CA,1250.0,2019-06-15,2019-06-10/2019-06-16,1.0,1250.0
2729AA,76.518,2019-06-15,2019-06-10/2019-06-16,65.0,4973.67
2234AA,903.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2359CA,73.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3138CA,376.116,2019-06-15,2019-06-10/2019-06-16,37.0,13916.292
2342CA,2.77685,2019-06-15,2019-06-10/2019-06-16,242.0,671.9977
2293AA,12.73097,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3590BA,115.085,2019-06-15,2019-06-10/2019-06-16,25.0,2877.125
2661CA,182.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2396CA,0.7646,2019-06-15,2019-06-10/2019-06-16,4200.0,3211.3199999999997
3616CA,433.1,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1582CA,550.0,2019-06-15,2019-06-10/2019-06-16,2.010000962,1105.5005291
3053AA,40.87148,2019-06-15,2019-06-10/2019-06-16,59.0,2411.41732
3025CA,1092.5,2019-06-15,2019-06-10/2019-06-16,10.0,10925.0
2604CA,129.04,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3365CA,13.3248,2019-06-15,2019-06-10/2019-06-16,2.0,26.6496
1953AA,947.56,2019-06-15,2019-06-10/2019-06-16,1.0,947.56
2337CA,1.72706,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1488BA,70.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2621AA,61.78333,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3495CA,39.835,2019-06-15,2019-06-10/2019-06-16,3.0,119.505
2498BA,1474.56,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1584BA,425.0,2019-06-15,2019-06-10/2019-06-16,32.0,13600.0
1630BA,442.803,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1486CA,190.72,2019-06-15,2019-06-10/2019-06-16,2.0,381.44
1745BA,175.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1650AA,284.87,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2970CA,512.205,2019-06-15,2019-06-10/2019-06-16,1.0,512.205
1945AA,965.0,2019-06-15,2019-06-10/2019-06-16,4.0,3860.0
3399AA,194.753,2019-06-15,2019-06-10/2019-06-16,2.0,389.506
3075BA,31.0,2019-06-15,2019-06-10/2019-06-16,33.0,1023.0
2923CA,20.18857,2019-06-15,2019-06-10/2019-06-16,46.0,928.6742199999999
3143CA,47.764,2019-06-15,2019-06-10/2019-06-16,7.0,334.348
2054CA,904.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2229CA,751.0,2019-06-15,2019-06-10/2019-06-16,2.0,1502.0
1872CA,16000.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3125AA,119.136,2019-06-15,2019-06-10/2019-06-16,26.0,3097.536
2524AA,14.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2220BA,752.0,2019-06-15,2019-06-10/2019-06-16,3.0,2256.0
3610AA,156.16,2019-06-15,2019-06-10/2019-06-16,41.0,6402.5599999999995
3044AA,1450.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3027CA,1145.83,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3462AA,4.1,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3264CA,30.0,2019-06-15,2019-06-10/2019-06-16,5.862624393,175.87873179
3180BA,30.0,2019-06-15,2019-06-10/2019-06-16,12.456256073,373.68768219000003
3448CA,6.5255,2019-06-15,2019-06-10/2019-06-16,15.0,97.88250000000001
3345AA,31.06467,2019-06-15,2019-06-10/2019-06-16,20.0,621.2934
3576BA,44.79,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1956AA,573.09,2019-06-15,2019-06-10/2019-06-16,1.0,573.09
2508BA,463.1,2019-06-15,2019-06-10/2019-06-16,2.0,926.2
2935BA,23.495,2019-06-15,2019-06-10/2019-06-16,17.0,399.415
3075AA,60.38,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2956AA,12.02259,2019-06-15,2019-06-10/2019-06-16,13.0,156.29367
3512AA,0.10295,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1688CA,30.0,2019-06-15,2019-06-10/2019-06-16,7.618731068,228.56193204
1826AA,30.0,2019-06-15,2019-06-10/2019-06-16,39.68543826,1190.5631478
1811CA,30.0,2019-06-15,2019-06-10/2019-06-16,2.461072555,73.83217665
1374CA,30.0,2019-06-15,2019-06-10/2019-06-16,7.619624729,228.58874187
1766CA,30.0,2019-06-15,2019-06-10/2019-06-16,9.688050632,290.64151896
3494AA,3.5,2019-06-15,2019-06-10/2019-06-16,10.0,35.0
1420CA,30.0,2019-06-15,2019-06-10/2019-06-16,6.885180862,206.55542586
1488CA,30.0,2019-06-15,2019-06-10/2019-06-16,26.83351959,805.0055877000001
1296CA,30.0,2019-06-15,2019-06-10/2019-06-16,6.621257734,198.63773202000002
1434BA,30.0,2019-06-15,2019-06-10/2019-06-16,18.076324917,542.28974751
1712AA,30.0,2019-06-15,2019-06-10/2019-06-16,1.698950737,50.96852211
1317BA,30.0,2019-06-15,2019-06-10/2019-06-16,7.269436954,218.08310862
1857AA,30.0,2019-06-15,2019-06-10/2019-06-16,17.271958365,518.15875095
1678CA,30.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1325AA,30.0,2019-06-15,2019-06-10/2019-06-16,4.351373379,130.54120137
1698CA,30.0,2019-06-15,2019-06-10/2019-06-16,13.269642816,398.08928448
2539AA,30.0,2019-06-15,2019-06-10/2019-06-16,11.113536487000001,333.40609461
1672AA,30.0,2019-06-15,2019-06-10/2019-06-16,13.333665936000001,400.00997808000005
1827AA,30.0,2019-06-15,2019-06-10/2019-06-16,2.615928891,78.47786672999999
1441AA,190.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2548CA,30.0,2019-06-15,2019-06-10/2019-06-16,16.145395223,484.36185669
1851CA,30.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1947CA,30.0,2019-06-15,2019-06-10/2019-06-16,0.397948011,11.938440329999999
1315BA,30.0,2019-06-15,2019-06-10/2019-06-16,9.549537814,286.48613442000004
3126BA,30.0,2019-06-15,2019-06-10/2019-06-16,0.793925742,23.817772259999998
2449CA,30.0,2019-06-15,2019-06-10/2019-06-16,21.809866226,654.29598678
1830AA,30.0,2019-06-15,2019-06-10/2019-06-16,0.444313953,13.32941859
1390BA,30.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1326AA,30.0,2019-06-15,2019-06-10/2019-06-16,12.96286919,388.8860757
1902BA,30.0,2019-06-15,2019-06-10/2019-06-16,4.15536662,124.66099859999999
1468AA,30.0,2019-06-15,2019-06-10/2019-06-16,12.278672504,368.36017512
2096AA,30.0,2019-06-15,2019-06-10/2019-06-16,30.885559857,926.5667957100001
1373BA,30.0,2019-06-15,2019-06-10/2019-06-16,3.123431788,93.70295364
2365AA,30.0,2019-06-15,2019-06-10/2019-06-16,7.322059354,219.66178062
3006CA,30.0,2019-06-15,2019-06-10/2019-06-16,2.916531752,87.49595256
1308BA,30.0,2019-06-15,2019-06-10/2019-06-16,7.501414634,225.04243902
1767CA,30.0,2019-06-15,2019-06-10/2019-06-16,5.345543102,160.36629306
2143AA,30.0,2019-06-15,2019-06-10/2019-06-16,9.423352147,282.70056440999997
1819AA,30.0,2019-06-15,2019-06-10/2019-06-16,3.18648339,95.5945017
1321BA,30.0,2019-06-15,2019-06-10/2019-06-16,7.395609085,221.86827255
1196AA,30.0,2019-06-15,2019-06-10/2019-06-16,6.277238798,188.31716394
2938CA,29.206,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2930CA,20.00833,2019-06-15,2019-06-10/2019-06-16,18.0,360.14994
3378CA,1.5,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1514BA,332.8,2019-06-15,2019-06-10/2019-06-16,1.0,332.8
3132BA,190.0,2019-06-15,2019-06-10/2019-06-16,1.0,190.0
2471CA,4.77698,2019-06-15,2019-06-10/2019-06-16,400.0,1910.792
3579CA,86.65,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1511CA,6.787,2019-06-15,2019-06-10/2019-06-16,32.0,217.184
2977BA,52.8,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3271CA,34.5,2019-06-15,2019-06-10/2019-06-16,1.37080168,47.29265796
2498CA,117.17,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2925CA,48.0,2019-06-15,2019-06-10/2019-06-16,15.0,720.0
1436BA,125.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3423CA,29.555,2019-06-15,2019-06-10/2019-06-16,2.0,59.11
2487BA,14.4,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1716AA,140.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3420AA,17.255,2019-06-15,2019-06-10/2019-06-16,2.0,34.51
1708AA,120.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2488CA,0.95,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1668CA,0.85,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1484BA,0.2,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1491CA,30.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2884AA,30.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2895CA,30.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2982AA,30.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
2987AA,30.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3274CA,30.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3276AA,30.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3291CA,30.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3296AA,30.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3299CA,30.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3300CA,30.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3312AA,30.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
3332CA,30.0,2019-06-15,2019-06-10/2019-06-16,0.0,0.0
1244AA,60.0,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
1295CA,175000.0,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
1281BA,139500.0,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
3205AA,76300.0,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
2117BA,2424.0,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
1193BA,815.0,2019-06-22,2019-06-17/2019-06-23,30.0,24450.0
1126CA,32.8,2019-06-22,2019-06-17/2019-06-23,32219.0,1056783.2
1283CA,98333.33,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
2418CA,5.8,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
1967BA,178.65,2019-06-22,2019-06-17/2019-06-23,10.0,1786.5
2422BA,49.9,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
1116CA,32.8,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
1077CA,22.9777,2019-06-22,2019-06-17/2019-06-23,3483.0,80031.3291
1083AA,29.02,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
2565CA,463.03583,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
2573CA,1618.99,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
2473CA,5.95,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
1993AA,83.75125,2019-06-22,2019-06-17/2019-06-23,3206.5,268548.383125
2331CA,210.12419,2019-06-22,2019-06-17/2019-06-23,3.0,630.37257
3007CA,18832.33,2019-06-22,2019-06-17/2019-06-23,6.0,112993.98000000001
3178CA,26000.0,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
1921AA,50000.0,2019-06-22,2019-06-17/2019-06-23,1.0,50000.0
1964BA,99.12769,2019-06-22,2019-06-17/2019-06-23,600.0,59476.614
1876AA,22919.0,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
1224AA,698.0,2019-06-22,2019-06-17/2019-06-23,375.0,261750.0
2317CA,37.26672,2019-06-22,2019-06-17/2019-06-23,1292.0,48148.60224
3016BA,20005.8,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
3098AA,3862.32,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
2528CA,21.0,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
2371CA,3.44,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
1970CA,244.928,2019-06-22,2019-06-17/2019-06-23,260.0,63681.28
2016CA,267.32395,2019-06-22,2019-06-17/2019-06-23,225.0,60147.888750000006
1990AA,545.845,2019-06-22,2019-06-17/2019-06-23,86.0,46942.670000000006
3079BA,134.5,2019-06-22,2019-06-17/2019-06-23,15.0,2017.5
1234BA,498.0,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
1994AA,450.53667,2019-06-22,2019-06-17/2019-06-23,1250.0,563170.8375
2458CA,6.83263,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
1367CA,22000.0,2019-06-22,2019-06-17/2019-06-23,1.0,22000.0
2564BA,309.205,2019-06-22,2019-06-17/2019-06-23,120.0,37104.6
1255CA,84500.0,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
1206BA,236.62475,2019-06-22,2019-06-17/2019-06-23,12.0,2839.4970000000003
2501CA,35.12175,2019-06-22,2019-06-17/2019-06-23,0.0,0.0
